Employee Name,Month,Year,Month_Number,Start Date,Tenure_Days,Tenure_Range,Department,Org,Manager,Level distinction,Country
Employee 102,February 2024,2024,2,2023-07-31,213,6 months-1 year,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,February 2024,2024,2,2023-10-09,143,3-6 months,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,February 2024,2024,2,2023-10-16,136,3-6 months,Security,R&D,Employee 999,M6 Early,United States
Employee 1143,February 2024,2024,2,2021-10-18,864,1-5 years,Software Engineering,R&D,Employe 2143,M4 Veteran,United States
Employee 1148,February 2024,2024,2,2023-06-20,254,6 months-1 year,Solutions Engineering,Go-To-Market,Employe 2148,L5 Seasoned,United States
Employee 1151,February 2024,2024,2,2022-11-14,472,1-5 years,Software Engineering,R&D,Employe 2151,L5 Seasoned,United States
Employee 1153,February 2024,2024,2,2022-12-05,451,1-5 years,Software Engineering,R&D,Employe 2153,L5 Early,United States
Employee 1168,February 2024,2024,2,2023-12-01,90,1-3 months,Software Engineering,R&D,Employe 2168,L4 Veteran,United States
Employee 118,February 2024,2024,2,2023-10-30,122,3-6 months,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1180,February 2024,2024,2,2022-09-18,529,1-5 years,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,February 2024,2024,2,2022-02-07,752,1-5 years,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,February 2024,2024,2,2022-02-14,745,1-5 years,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1199,February 2024,2024,2,2023-05-08,297,6 months-1 year,Security Engineering,R&D,Employe 2199,L5 Early,United States
Employee 1202,February 2024,2024,2,2023-05-08,297,6 months-1 year,Data Platform Engineering,R&D,Employe 2202,L5,Canada
Employee 1210,February 2024,2024,2,2023-10-16,136,3-6 months,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,February 2024,2024,2,2023-01-18,407,1-5 years,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,February 2024,2024,2,2022-10-10,507,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 122,February 2024,2024,2,2023-12-04,87,1-3 months,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1231,February 2024,2024,2,2023-04-10,325,6 months-1 year,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,February 2024,2024,2,2021-04-29,1036,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,February 2024,2024,2,2021-12-22,799,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1242,February 2024,2024,2,2024-01-22,38,1-3 months,Software Engineering,R&D,Employe 2242,L5 Early,United States
Employee 1244,February 2024,2024,2,2023-07-10,234,6 months-1 year,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,February 2024,2024,2,2023-09-05,177,3-6 months,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,February 2024,2024,2,2021-08-02,941,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1268,February 2024,2024,2,2023-07-03,241,6 months-1 year,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,February 2024,2024,2,2023-01-09,416,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 137,February 2024,2024,2,2024-01-22,38,1-3 months,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 15,February 2024,2024,2,2021-08-01,942,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,February 2024,2024,2,2021-08-18,925,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,February 2024,2024,2,2021-08-23,920,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,February 2024,2024,2,2019-05-20,1746,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,February 2024,2024,2,2022-02-07,752,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,February 2024,2024,2,2022-04-11,689,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,February 2024,2024,2,2022-05-03,667,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,February 2024,2024,2,2022-05-09,661,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,February 2024,2024,2,2020-01-27,1494,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,February 2024,2024,2,2022-06-13,626,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,February 2024,2024,2,2022-06-27,612,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,February 2024,2024,2,2022-07-05,604,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,February 2024,2024,2,2022-08-29,549,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,February 2024,2024,2,2022-08-29,549,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,February 2024,2024,2,2022-09-19,528,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,February 2024,2024,2,2020-11-30,1186,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,February 2024,2024,2,2022-12-19,437,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,February 2024,2024,2,2022-12-19,437,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,February 2024,2024,2,2023-01-03,422,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,February 2024,2024,2,2023-01-03,422,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,February 2024,2024,2,2023-01-10,415,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,February 2024,2024,2,2023-01-17,408,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,February 2024,2024,2,2023-01-23,402,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,February 2024,2024,2,2023-02-06,388,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,February 2024,2024,2,2023-04-10,325,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,March 2024,2024,3,2021-01-28,1158,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,March 2024,2024,3,2023-07-31,244,6 months-1 year,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,March 2024,2024,3,2023-10-09,174,3-6 months,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,March 2024,2024,3,2023-10-16,167,3-6 months,Security,R&D,Employee 999,M6 Early,United States
Employee 1168,March 2024,2024,3,2023-12-01,121,3-6 months,Software Engineering,R&D,Employe 2168,L4 Veteran,United States
Employee 118,March 2024,2024,3,2023-10-30,153,3-6 months,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1180,March 2024,2024,3,2022-09-18,560,1-5 years,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,March 2024,2024,3,2022-02-07,783,1-5 years,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,March 2024,2024,3,2022-02-14,776,1-5 years,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1199,March 2024,2024,3,2023-05-08,328,6 months-1 year,Security Engineering,R&D,Employe 2199,L5 Early,United States
Employee 1202,March 2024,2024,3,2023-05-08,328,6 months-1 year,Data Platform Engineering,R&D,Employe 2202,L5,Canada
Employee 1210,March 2024,2024,3,2023-10-16,167,3-6 months,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,March 2024,2024,3,2023-01-18,438,1-5 years,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,March 2024,2024,3,2022-10-10,538,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 122,March 2024,2024,3,2023-12-04,118,3-6 months,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1231,March 2024,2024,3,2023-04-10,356,6 months-1 year,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,March 2024,2024,3,2021-04-29,1067,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,March 2024,2024,3,2021-12-22,830,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1242,March 2024,2024,3,2024-01-22,69,1-3 months,Software Engineering,R&D,Employe 2242,L5 Early,United States
Employee 1244,March 2024,2024,3,2023-07-10,265,6 months-1 year,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,March 2024,2024,3,2023-09-05,208,6 months-1 year,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,March 2024,2024,3,2021-08-02,972,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1268,March 2024,2024,3,2023-07-03,272,6 months-1 year,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,March 2024,2024,3,2023-01-09,447,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 137,March 2024,2024,3,2024-01-22,69,1-3 months,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,March 2024,2024,3,2024-03-25,6,1-30 days,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 15,March 2024,2024,3,2021-08-01,973,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 16,March 2024,2024,3,2021-08-18,956,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,March 2024,2024,3,2021-08-23,951,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,March 2024,2024,3,2019-05-20,1777,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,March 2024,2024,3,2022-02-07,783,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,March 2024,2024,3,2022-04-11,720,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,March 2024,2024,3,2022-05-03,698,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,March 2024,2024,3,2022-05-09,692,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,March 2024,2024,3,2020-01-27,1525,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,March 2024,2024,3,2022-06-13,657,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,March 2024,2024,3,2022-06-27,643,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,March 2024,2024,3,2022-07-05,635,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,March 2024,2024,3,2022-08-29,580,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,March 2024,2024,3,2022-08-29,580,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,March 2024,2024,3,2022-09-19,559,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,March 2024,2024,3,2020-11-30,1217,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,March 2024,2024,3,2022-12-19,468,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,March 2024,2024,3,2022-12-19,468,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,March 2024,2024,3,2023-01-03,453,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,March 2024,2024,3,2023-01-03,453,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,March 2024,2024,3,2023-01-10,446,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,March 2024,2024,3,2023-01-17,439,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,March 2024,2024,3,2023-01-23,433,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,March 2024,2024,3,2023-02-06,419,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,March 2024,2024,3,2023-04-10,356,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,April 2024,2024,4,2021-01-28,1188,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,April 2024,2024,4,2023-07-31,274,6 months-1 year,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,April 2024,2024,4,2023-10-09,204,6 months-1 year,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,April 2024,2024,4,2023-10-16,197,6 months-1 year,Security,R&D,Employee 999,M6 Early,United States
Employee 1168,April 2024,2024,4,2023-12-01,151,3-6 months,Software Engineering,R&D,Employe 2168,L4 Veteran,United States
Employee 118,April 2024,2024,4,2023-10-30,183,6 months-1 year,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1180,April 2024,2024,4,2022-09-18,590,1-5 years,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,April 2024,2024,4,2022-02-07,813,1-5 years,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,April 2024,2024,4,2022-02-14,806,1-5 years,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1199,April 2024,2024,4,2023-05-08,358,6 months-1 year,Security Engineering,R&D,Employe 2199,L5 Early,United States
Employee 1202,April 2024,2024,4,2023-05-08,358,6 months-1 year,Data Platform Engineering,R&D,Employe 2202,L5,Canada
Employee 1210,April 2024,2024,4,2023-10-16,197,6 months-1 year,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,April 2024,2024,4,2023-01-18,468,1-5 years,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,April 2024,2024,4,2022-10-10,568,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 122,April 2024,2024,4,2023-12-04,148,3-6 months,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1231,April 2024,2024,4,2023-04-10,386,1-5 years,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,April 2024,2024,4,2021-04-29,1097,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,April 2024,2024,4,2021-12-22,860,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1242,April 2024,2024,4,2024-01-22,99,3-6 months,Software Engineering,R&D,Employe 2242,L5 Early,United States
Employee 1244,April 2024,2024,4,2023-07-10,295,6 months-1 year,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,April 2024,2024,4,2023-09-05,238,6 months-1 year,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,April 2024,2024,4,2021-08-02,1002,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1268,April 2024,2024,4,2023-07-03,302,6 months-1 year,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,April 2024,2024,4,2023-01-09,477,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 1277,April 2024,2024,4,2024-04-01,29,1-30 days,Data Product Engineering,R&D,Employe 2277,L4 Seasoned,United States
Employee 137,April 2024,2024,4,2024-01-22,99,3-6 months,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,April 2024,2024,4,2024-03-25,36,1-3 months,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,April 2024,2024,4,2024-04-15,15,1-30 days,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,April 2024,2024,4,2024-04-22,8,1-30 days,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,April 2024,2024,4,2021-08-01,1003,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,April 2024,2024,4,2024-04-22,8,1-30 days,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,April 2024,2024,4,2024-04-29,1,1-30 days,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 16,April 2024,2024,4,2021-08-18,986,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,April 2024,2024,4,2021-08-23,981,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,April 2024,2024,4,2019-05-20,1807,1-5 years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,April 2024,2024,4,2022-02-07,813,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,April 2024,2024,4,2022-04-11,750,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,April 2024,2024,4,2022-05-03,728,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,April 2024,2024,4,2022-05-09,722,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,April 2024,2024,4,2020-01-27,1555,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,April 2024,2024,4,2022-06-13,687,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,April 2024,2024,4,2022-06-27,673,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,April 2024,2024,4,2022-07-05,665,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,April 2024,2024,4,2022-08-29,610,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,April 2024,2024,4,2022-08-29,610,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,April 2024,2024,4,2022-09-19,589,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,April 2024,2024,4,2020-11-30,1247,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,April 2024,2024,4,2022-12-19,498,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,April 2024,2024,4,2022-12-19,498,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,April 2024,2024,4,2023-01-03,483,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,April 2024,2024,4,2023-01-03,483,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,April 2024,2024,4,2023-01-10,476,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,April 2024,2024,4,2023-01-17,469,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,April 2024,2024,4,2023-01-23,463,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,April 2024,2024,4,2023-02-06,449,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,April 2024,2024,4,2023-04-10,386,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,May 2024,2024,5,2021-01-28,1219,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,May 2024,2024,5,2023-07-31,305,6 months-1 year,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,May 2024,2024,5,2023-10-09,235,6 months-1 year,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,May 2024,2024,5,2023-10-16,228,6 months-1 year,Security,R&D,Employee 999,M6 Early,United States
Employee 118,May 2024,2024,5,2023-10-30,214,6 months-1 year,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1180,May 2024,2024,5,2022-09-18,621,1-5 years,Software Engineering,R&D,Employe 2180,L2 Seasoned,Egypt
Employee 1189,May 2024,2024,5,2022-02-07,844,1-5 years,Solutions Engineering,Go-To-Market,Employe 2189,L5 Early,United States
Employee 1190,May 2024,2024,5,2022-02-14,837,1-5 years,Software Engineering,R&D,Employe 2190,L3 Seasoned,United States
Employee 1192,May 2024,2024,5,2024-05-28,3,1-30 days,Financial Planning and Analysis,Operations,Employe 2192,L5 Early,Poland
Employee 1199,May 2024,2024,5,2023-05-08,389,1-5 years,Security Engineering,R&D,Employe 2199,L5 Early,United States
Employee 1202,May 2024,2024,5,2023-05-08,389,1-5 years,Data Platform Engineering,R&D,Employe 2202,L5,Canada
Employee 1210,May 2024,2024,5,2023-10-16,228,6 months-1 year,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,May 2024,2024,5,2023-01-18,499,1-5 years,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,May 2024,2024,5,2022-10-10,599,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 122,May 2024,2024,5,2023-12-04,179,3-6 months,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1231,May 2024,2024,5,2023-04-10,417,1-5 years,Software Engineering,R&D,Employe 2231,L4 Seasoned,United States
Employee 1236,May 2024,2024,5,2021-04-29,1128,1-5 years,Data Platform Engineering,R&D,Employe 2236,L4 Early,United States
Employee 1237,May 2024,2024,5,2021-12-22,891,1-5 years,Data Platform Engineering,R&D,Employe 2237,L3 Seasoned,United States
Employee 1242,May 2024,2024,5,2024-01-22,130,3-6 months,Software Engineering,R&D,Employe 2242,L5 Early,United States
Employee 1244,May 2024,2024,5,2023-07-10,326,6 months-1 year,Software Engineering,R&D,Employe 2244,L3 Veteran,United States
Employee 1246,May 2024,2024,5,2023-09-05,269,6 months-1 year,Data Platform Engineering,R&D,Employe 2246,L4 Early,Canada
Employee 1251,May 2024,2024,5,2021-08-02,1033,1-5 years,Finance,Operations,Employe 2251,M6 Early,United States
Employee 1268,May 2024,2024,5,2023-07-03,333,6 months-1 year,Data Product Engineering,R&D,Employe 2268,L4 Veteran,United States
Employee 1271,May 2024,2024,5,2023-01-09,508,1-5 years,Engineering,R&D,Employe 2271,M6 Seasoned,United States
Employee 1277,May 2024,2024,5,2024-04-01,60,1-3 months,Data Product Engineering,R&D,Employe 2277,L4 Seasoned,United States
Employee 137,May 2024,2024,5,2024-01-22,130,3-6 months,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,May 2024,2024,5,2024-03-25,67,1-3 months,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,May 2024,2024,5,2024-04-15,46,1-3 months,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,May 2024,2024,5,2024-04-22,39,1-3 months,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,May 2024,2024,5,2021-08-01,1034,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,May 2024,2024,5,2024-04-22,39,1-3 months,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,May 2024,2024,5,2024-04-29,32,1-3 months,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 16,May 2024,2024,5,2021-08-18,1017,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 17,May 2024,2024,5,2021-08-23,1012,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 3,May 2024,2024,5,2019-05-20,1838,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,May 2024,2024,5,2022-02-07,844,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,May 2024,2024,5,2022-04-11,781,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,May 2024,2024,5,2022-05-03,759,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,May 2024,2024,5,2022-05-09,753,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,May 2024,2024,5,2020-01-27,1586,1-5 years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,May 2024,2024,5,2022-06-13,718,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,May 2024,2024,5,2022-06-27,704,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,May 2024,2024,5,2022-07-05,696,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,May 2024,2024,5,2022-08-29,641,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,May 2024,2024,5,2022-08-29,641,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,May 2024,2024,5,2022-09-19,620,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,May 2024,2024,5,2020-11-30,1278,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,May 2024,2024,5,2022-12-19,529,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,May 2024,2024,5,2022-12-19,529,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,May 2024,2024,5,2023-01-03,514,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,May 2024,2024,5,2023-01-03,514,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,May 2024,2024,5,2023-01-10,507,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,May 2024,2024,5,2023-01-17,500,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,May 2024,2024,5,2023-01-23,494,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,May 2024,2024,5,2023-02-06,480,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,May 2024,2024,5,2023-04-10,417,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,June 2024,2024,6,2021-01-28,1249,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,June 2024,2024,6,2023-07-31,335,6 months-1 year,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,June 2024,2024,6,2023-10-09,265,6 months-1 year,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,June 2024,2024,6,2023-10-16,258,6 months-1 year,Security,R&D,Employee 999,M6 Early,United States
Employee 118,June 2024,2024,6,2023-10-30,244,6 months-1 year,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 1192,June 2024,2024,6,2024-05-28,33,1-3 months,Financial Planning and Analysis,Operations,Employe 2192,L5 Early,Poland
Employee 1199,June 2024,2024,6,2023-05-08,419,1-5 years,Security Engineering,R&D,Employe 2199,L5 Early,United States
Employee 1202,June 2024,2024,6,2023-05-08,419,1-5 years,Data Platform Engineering,R&D,Employe 2202,L5,Canada
Employee 1210,June 2024,2024,6,2023-10-16,258,6 months-1 year,Software Engineering,R&D,Employe 2210,L4 Seasoned,Canada
Employee 1216,June 2024,2024,6,2023-01-18,529,1-5 years,Software Engineering,R&D,Employe 2216,L4 Early,United States
Employee 1219,June 2024,2024,6,2022-10-10,629,1-5 years,Software Engineering,R&D,Employe 2219,L4 Early,Canada
Employee 122,June 2024,2024,6,2023-12-04,209,6 months-1 year,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
