Role Name,Date,Candidate Name + GH URL,High Potential?,Location,Tech/Non-Tech/Quota Carrying,Geo Factor,Comp Type,Current Level,$ Base Comp,Final Pay Band,TRM Level,TRM Cash
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-19,Candidate 307,,,Tech,,,,,Product - Engineering - Software Engineering - IC,,0.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-21,Candidate 308,,,Tech,,,,,Product - Engineering - Software Engineering - IC,,0.0
Head of Product Engineering,2025-05-14,Candidate 309,Yes,United States,Tech,1.0,Expected,M4 (Manager),290000,Product - Engineering - Software Engineering - Mgmt,M5,250000.0
"Senior Software Engineer, Infrastructure",2025-05-20,Candidate 310,No,United States,Tech,1.0,,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,221222.0
"Staff Software Engineer, Data Product (US / US PERM)",2025-05-21,Candidate 311,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-01,Candidate 312,Yes,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0
Forward Deployed Data Engineer (TS/SCI),2025-05-06,Candidate 313,No,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Engineering - Forward Deployed Engineering - IC,L5,265465.92
Senior MLOps Engineer,,Candidate 314,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-05-08,Candidate 315,Yes,United States,Tech,1.0,Expected,L5 (Staff),,Product - Engineering - Software Engineering - IC,L4,265000.0
Forward Deployed Data Engineer (TS/SCI),2025-05-13,Candidate 316,No,Brazil,Tech,0.597,Expected,L4 (Senior),210000,Product - Engineering - Forward Deployed Engineering - IC,L5,158483.15
People Analytics Specialist,2025-05-21,Candidate 317,No,Brazil,Tech,0.597,Expected,L2,0,Product - Engineering - Software Engineering - Mgmt,L3,149250.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-19,Candidate 318,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-22,Candidate 319,No,United States,Tech,1.0,Current Comp,L4 (Senior),160000,Product - Engineering - Software Engineering - IC,,221222.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-13,Candidate 320,Yes,United States,Tech,1.0,Expected,L4 (Senior),240000,Product - Engineering - Software Engineering - IC,L4,221222.0
Forward Deployed Data Engineer (TS/SCI),2025-05-14,Candidate 321,No,United States,Tech,1.0,,L4 (Senior),,Product - Engineering - Forward Deployed Engineering - IC,L5,265465.92
"Senior or Staff Software Engineer, SIGINT",2025-05-15,Candidate 322,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-04-17,Candidate 323,No,Brazil,Tech,0.597,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Product (US / US PERM)",2025-04-30,Candidate 324,Yes,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-16,Candidate 325,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Senior MLOps Engineer,2025-05-15,Candidate 326,Yes,United States,Tech,1.0,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-04-30,Candidate 327,Yes,United States,Tech,1.0,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-22,Candidate 328,No,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0
Senior MLOps Engineer,2025-05-15,Candidate 329,Yes,United States,Tech,1.0,Expected,L4 (Senior),22000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-23,Candidate 330,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),140000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-13,Candidate 331,Yes,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,,221222.0
"Senior Software Engineer, Infrastructure",2025-05-12,Candidate 332,No,United States,Tech,1.0,Current Comp,L6 (Principal),260000,Product - Engineering - Software Engineering - IC,L4,320000.0
Head of Product Engineering,2025-05-19,Candidate 333,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
Senior MLOps Engineer,2025-05-19,Candidate 334,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior or Staff Software Engineer, SIGINT",2025-05-26,Candidate 335,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior or Staff Software Engineer, SIGINT",2025-05-23,Candidate 336,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
Head of Product Engineering,2025-05-23,Candidate 337,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,L4,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-05,Candidate 338,Yes,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,L3,190000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-27,Candidate 339,Yes,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0
Senior MLOps Engineer,2025-05-19,Candidate 340,Yes,Canada,Tech,1.0,Current Comp,L4 (Senior),,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior or Staff Software Engineer, SIGINT",2025-05-28,Candidate 341,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-16,Candidate 342,Yes,Brazil,Tech,0.597,Expected,L6 (Principal),250000,Product - Engineering - Software Engineering - IC,L4,191040.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-20,Candidate 343,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Backend | Product Engineering (United States)",,Candidate 344,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-28,Candidate 345,No,United States,Tech,1.0,Expected,L4 (Senior),175000,Product - Engineering - Software Engineering - IC,L4,221222.0
Forward Deployed Data Engineer (TS/SCI),2025-05-20,Candidate 346,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Forward Deployed Engineering - IC,L5,265465.92
"Senior Software Engineer, Data Product (LATAM)",2025-05-30,Candidate 347,No,Brazil,Tech,0.597,Expected,L4 (Senior),90000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Staff Software Engineer, Backend | Product Engineering (United States)",2025-05-22,Candidate 348,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-29,Candidate 349,Yes,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
Head of Product Engineering,2025-05-27,Candidate 350,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-02,Candidate 351,Yes,United States,Tech,1.0,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Infrastructure",2025-05-28,Candidate 352,No,United States,Tech,1.0,,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-05-05,Candidate 353,No,Brazil,Tech,0.597,Expected,L4 (Senior),60000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-05,Candidate 354,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0
Senior MLOps Engineer,2025-05-15,Candidate 355,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
Forward Deployed Data Engineer (TS/SCI),2025-05-26,Candidate 356,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Forward Deployed Engineering - IC,L5,265465.92
Senior MLOps Engineer,2025-04-22,Candidate 357,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L5,132069.53
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-06-04,Candidate 358,No,United States,Tech,1.0,Expected,L4 (Senior),160000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Data Science Manager, Attribution",2025-05-24,Candidate 359,No,United States,Tech,1.0,Expected,M6 (VP),300000,Product - Engineering - Machine Learning Engineering - IC,M4,231950.7
"Senior Software Engineer, Data Product (LATAM)",2025-05-28,Candidate 360,Yes,Argentina,Tech,0.503,Expected,L5 (Staff),80000,Product - Engineering - Software Engineering - IC,L4,133295.0
Head of Product Engineering,2025-06-06,Candidate 361,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-22,Candidate 362,No,Brazil,Tech,0.597,Expected,L3 (Mid),72000,Product - Engineering - Software Engineering - IC,L3,113430.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-19,Candidate 363,Yes,United States,Tech,1.0,Current Comp,L5 (Staff),255000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-28,Candidate 364,No,United States,Tech,1.0,Expected,L6 (Principal),250000,Product - Engineering - Software Engineering - IC,L4,320000.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-22,Candidate 365,,,Tech,,,,,Product - Engineering - Software Engineering - IC,,0.0
"Data Science Manager, Attribution",2025-05-23,Candidate 366,Yes,United States,Tech,1.0,Current Comp,M6 (VP),315000,Product - Engineering - Machine Learning Engineering - IC,M4,231950.7
"Staff Software Engineer, Data Product (US / US PERM)",2025-06-10,Candidate 367,Yes,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior or Staff Software Engineer, SIGINT",2025-05-22,Candidate 368,Yes,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Infrastructure",2025-05-06,Candidate 369,No,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-05-24,Candidate 370,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 371,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 372,Yes,United States,Tech,1.0,Expected,L4 (Senior),160000,Product - Engineering - Software Engineering - IC,L3,221222.0
Forward Deployed Data Engineer (TS/SCI),2025-05-29,Candidate 373,No,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Forward Deployed Engineering - IC,L5,265465.92
Forward Deployed Data Engineer (TS/SCI),2025-05-29,Candidate 374,No,United States,Tech,1.0,Expected,L3 (Mid),150000,Product - Engineering - Forward Deployed Engineering - IC,L5,229984.32
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-05-12,Candidate 375,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L5,221222.0
Senior MLOps Engineer,2025-04-17,Candidate 376,Yes,Brazil,Tech,0.597,Expected,L5 (Staff),,Product - Engineering - Software Engineering - IC,L5,158205.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-06-05,Candidate 377,No,United States,Tech,1.0,Expected,L4 (Senior),185000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-30,Candidate 378,No,Brazil,Tech,0.597,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L3,132069.53
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-10,Candidate 379,No,United States,Tech,1.0,Expected,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-10,Candidate 380,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-02,Candidate 381,Yes,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,,190000.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-13,Candidate 382,No,Brazil,Tech,0.597,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,132069.53
"Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 383,No,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L3,221222.0
"Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 384,No,United States,Tech,1.0,Expected,L2,130000,Product - Engineering - Software Engineering - IC,L3,160000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-10,Candidate 385,No,United States,Tech,1.0,Expected,L5 (Staff),235000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Software Engineer, Data Product (LATAM)",2025-06-09,Candidate 386,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Senior Software Engineer, Data Platform (LATAM)",2025-06-16,Candidate 387,,,Tech,,,,,Product - Engineering - Software Engineering - IC,,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-11,Candidate 388,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-13,Candidate 389,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-06-04,Candidate 390,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Data Product (US / US PERM)",,Candidate 391,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-06-11,Candidate 392,No,Brazil,Tech,0.597,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Product (LATAM)",2025-06-17,Candidate 393,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Senior MLOps Engineer,2025-06-12,Candidate 394,No,United States,Tech,1.0,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-18,Candidate 395,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Senior MLOps Engineer,2025-06-17,Candidate 396,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-07,Candidate 397,Yes,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",,Candidate 398,No,United States,Tech,1.0,Expected,L5 (Staff),210000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Senior Software Engineer, Data Platform (LATAM)",2025-06-16,Candidate 399,,,Tech,,,,,Product - Engineering - Software Engineering - IC,,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-12,Candidate 400,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-19,Candidate 401,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 402,No,United States,Tech,1.0,Expected,L3 (Mid),220000,Product - Engineering - Software Engineering - IC,L4,190000.0
"Data Science Manager, Attribution",2025-06-20,Candidate 403,Yes,United States,Tech,1.0,Expected,M4 Veteran (Sr. Manager),330000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-06-10,Candidate 404,No,Canada,Tech,1.0,Expected,L3 (Mid),,Product - Engineering - Software Engineering - IC,L5,190000.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-20,Candidate 405,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-23,Candidate 406,Yes,United States,Tech,1.0,Expected,L4 (Senior),125000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-06-06,Candidate 407,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-12,Candidate 408,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-19,Candidate 409,No,United States,Tech,1.0,Expected,L5 (Staff),215000,Product - Engineering - Software Engineering - IC,L4,265000.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-18,Candidate 410,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),,Product - Engineering - Software Engineering - IC,L4,113430.0
Senior MLOps Engineer,2025-04-17,Candidate 411,Yes,Brazil,Tech,0.597,Current Comp,L5 (Staff),44000,Product - Engineering - Software Engineering - IC,L5,158205.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-16,Candidate 412,No,Brazil,Tech,0.597,Expected,L3 (Mid),,Product - Engineering - Software Engineering - IC,L4,113430.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 413,Yes,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-27,Candidate 414,Yes,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-12,Candidate 415,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Senior MLOps Engineer,2025-05-30,Candidate 416,Yes,United States,Tech,1.0,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-21,Candidate 417,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),110000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Product (LATAM)",2025-06-12,Candidate 418,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Software Engineer, Data Product (US / US PERM)",2025-06-10,Candidate 419,Yes,United States,Tech,1.0,Expected,L4 (Senior),215000,Product - Engineering - Software Engineering - IC,L3,221222.0
Head of Product Engineering,2025-06-17,Candidate 420,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
Head of Product Engineering,2025-06-23,Candidate 421,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Infrastructure",2025-05-22,Candidate 422,Yes,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-10,Candidate 423,Yes,Argentina,Tech,0.503,Expected,L4 (Senior),150000,Product - Engineering - Software Engineering - IC,L4,111274.67
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-17,Candidate 424,No,Argentina,Tech,0.503,Expected,L5 (Staff),,Product - Engineering - Software Engineering - IC,L4,133295.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-24,Candidate 425,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-24,Candidate 426,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Senior MLOps Engineer,2025-06-12,Candidate 427,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-30,Candidate 428,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Data Science Manager, Attribution",2025-05-24,Candidate 429,Yes,United States,Tech,1.0,Expected,M6 (VP),300000,Product - Engineering - Machine Learning Engineering - IC,M4,231950.7
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-06-25,Candidate 430,No,United States,Tech,1.0,Expected,L3 (Mid),190000,Product - Engineering - Software Engineering - IC,L5,190000.0
Senior MLOps Engineer,2025-05-05,Candidate 431,No,United States,Tech,1.0,Expected,L5 (Staff),,Product - Engineering - Software Engineering - IC,L5,265000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-16,Candidate 432,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-06-19,Candidate 433,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-06-11,Candidate 434,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Senior MLOps Engineer,2025-05-15,Candidate 435,Yes,United States,Tech,1.0,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L5,221222.0
"Software Engineer, Data Product (US / US PERM)",2025-06-16,Candidate 436,No,United States,Tech,1.0,Expected,L3 (Mid),175000,Product - Engineering - Software Engineering - IC,L3,190000.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-24,Candidate 437,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),85000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-16,Candidate 438,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-06-25,Candidate 439,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L3,0.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-24,Candidate 440,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Software Engineer, Data Product (US / US PERM)",2025-06-26,Candidate 441,,United States,Tech,1.0,Expected,L3 (Mid),210000,Product - Engineering - Software Engineering - IC,L3,190000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-16,Candidate 442,Yes,United States,Tech,1.0,Current Comp,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-16,Candidate 443,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),25000,Product - Engineering - Software Engineering - IC,L4,113430.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-06-04,Candidate 444,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-23,Candidate 445,Yes,Brazil,Tech,0.597,Current Comp,L3 (Mid),135000,Product - Engineering - Software Engineering - IC,L4,113430.0
Senior MLOps Engineer,2025-05-14,Candidate 446,No,United States,Tech,1.0,Expected,L5 (Staff),,Product - Engineering - Software Engineering - IC,L5,265000.0
Forward Deployed Data Engineer (TS/SCI),2025-06-30,Candidate 447,,,Tech,,,,,Product - Engineering - Forward Deployed Engineering - IC,L5,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-27,Candidate 448,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-06-21,Candidate 449,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L5,0.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-06-16,Candidate 450,Yes,Brazil,Tech,0.597,Current Comp,L5 (Staff),92000,Product - Engineering - Software Engineering - IC,L3,158205.0
Forward Deployed Data Engineer (TS/SCI),2025-07-03,Candidate 451,No,United States,Tech,1.0,Expected,L3 (Mid),160000,Product - Engineering - Forward Deployed Engineering - IC,L5,229984.32
"Senior Software Engineer, Data Product (LATAM)",2025-06-27,Candidate 452,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),36000,Product - Engineering - Software Engineering - IC,L4,113430.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-13,Candidate 453,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-16,Candidate 454,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
Head of Product Engineering,2025-05-23,Candidate 455,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-05-06,Candidate 456,,,Tech,,Expected,,8000,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-26,Candidate 457,No,Brazil,Tech,0.597,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-17,Candidate 458,Yes,Brazil,Tech,0.597,Current Comp,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L4,132069.53
Head of Product Engineering,2025-07-02,Candidate 459,,,Tech,,,,,Product - Engineering - Software Engineering - Mgmt,M5,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-02,Candidate 460,No,Brazil,Tech,0.597,Expected,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-06-23,Candidate 461,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0
Senior MLOps Engineer,2025-06-18,Candidate 462,Yes,United States,Tech,1.0,Expected,L4 (Senior),225000,Product - Engineering - Software Engineering - IC,L5,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-07-01,Candidate 463,No,Argentina,Tech,0.503,Current Comp,L4 (Senior),,Product - Engineering - Software Engineering - IC,L4,111274.67
"Senior Software Engineer, Infrastructure",2025-06-20,Candidate 464,No,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-02,Candidate 465,No,Brazil,Tech,0.597,Expected,L4 (Senior),96000,Product - Engineering - Software Engineering - IC,L4,132069.53
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-07,Candidate 466,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-21,Candidate 467,Yes,Brazil,Tech,0.597,Expected,L5 (Staff),120000,Product - Engineering - Software Engineering - IC,L4,158205.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-04,Candidate 468,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-21,Candidate 469,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior or Staff Software Engineer, SIGINT",2025-06-18,Candidate 470,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
"Senior Software Engineer, Data Product (LATAM)",2025-07-08,Candidate 471,,,Tech,,,,,Product - Engineering - Software Engineering - IC,L4,0.0
