Role Name,Date,Candidate Name + GH URL,Candidate Number,High Potential?,Location,Tech/Non-Tech/Quota Carrying,Geo Factor,Comp Type,Current Level,$ Base Comp,Final Pay Band,TRM Level,TRM Cash,Compensation Difference,TRM Level Cash
"Senior or Staff Software Engineer, SIGINT",2025-05-23,Candidate 336,336,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-05,Candidate 338,338,Yes,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,L3,190000.0,10000.0,190000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-27,Candidate 339,339,Yes,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0,11222.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-16,Candidate 342,342,Yes,Brazil,Tech,0.597,Expected,L6 (Principal),250000,Product - Engineering - Software Engineering - IC,L4,191040.0,-58960.0,132069.53399999999
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-20,Candidate 343,343,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-28,Candidate 345,345,No,United States,Tech,1.0,Expected,L4 (Senior),175000,Product - Engineering - Software Engineering - IC,L4,221222.0,46222.0,221222.0
Forward Deployed Data Engineer (TS/SCI),2025-05-20,Candidate 346,346,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Forward Deployed Engineering - IC,L5,265466.0,65465.919999999984,312237.0
"Senior Software Engineer, Data Product (LATAM)",2025-05-30,Candidate 347,347,No,Brazil,Tech,0.597,Expected,L4 (Senior),90000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,42069.53,132069.53399999999
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-29,Candidate 349,349,Yes,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-05-05,Candidate 353,353,No,Brazil,Tech,0.597,Expected,L4 (Senior),60000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,72069.53,132069.53399999999
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-05,Candidate 354,354,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
Forward Deployed Data Engineer (TS/SCI),2025-05-26,Candidate 356,356,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Forward Deployed Engineering - IC,L5,265466.0,65465.919999999984,312237.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-06-04,Candidate 358,358,No,United States,Tech,1.0,Expected,L4 (Senior),160000,Product - Engineering - Software Engineering - IC,L5,221222.0,61222.0,265000.0
"Data Science Manager, Attribution",2025-05-24,Candidate 359,359,No,United States,Tech,1.0,Expected,M6 (VP),300000,Product - Engineering - Machine Learning Engineering - IC,M4,231950.7,-68049.29999999999,
"Senior Software Engineer, Data Product (LATAM)",2025-05-28,Candidate 360,360,Yes,Argentina,Tech,0.503,Expected,L5 (Staff),80000,Product - Engineering - Software Engineering - IC,L4,133295.0,53295.0,111274.666
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-22,Candidate 362,362,No,Brazil,Tech,0.597,Expected,L3 (Mid),72000,Product - Engineering - Software Engineering - IC,L3,113430.0,41430.0,113430.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-19,Candidate 363,363,Yes,United States,Tech,1.0,Current Comp,L5 (Staff),255000,Product - Engineering - Software Engineering - IC,L4,265000.0,10000.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-28,Candidate 364,364,No,United States,Tech,1.0,Expected,L6 (Principal),250000,Product - Engineering - Software Engineering - IC,L4,320000.0,70000.0,221222.0
"Data Science Manager, Attribution",2025-05-23,Candidate 366,366,Yes,United States,Tech,1.0,Current Comp,M6 (VP),315000,Product - Engineering - Machine Learning Engineering - IC,M4,231950.7,-83049.29999999999,
"Staff Software Engineer, Data Product (US / US PERM)",2025-06-10,Candidate 367,367,Yes,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L5,221222.0,-28778.0,265000.0
"Senior or Staff Software Engineer, SIGINT",2025-05-22,Candidate 368,368,Yes,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0,41222.0,221222.0
"Senior Software Engineer, Infrastructure",2025-05-06,Candidate 369,369,No,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 372,372,Yes,United States,Tech,1.0,Expected,L4 (Senior),160000,Product - Engineering - Software Engineering - IC,L3,221222.0,61222.0,190000.0
Forward Deployed Data Engineer (TS/SCI),2025-05-29,Candidate 373,373,No,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Forward Deployed Engineering - IC,L5,265466.0,75465.91999999998,312237.0
Forward Deployed Data Engineer (TS/SCI),2025-05-29,Candidate 374,374,No,United States,Tech,1.0,Expected,L3 (Mid),150000,Product - Engineering - Forward Deployed Engineering - IC,L5,229984.0,79984.32,312237.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-05-12,Candidate 375,375,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L5,221222.0,21222.0,265000.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-06-05,Candidate 377,377,No,United States,Tech,1.0,Expected,L4 (Senior),185000,Product - Engineering - Software Engineering - IC,L4,221222.0,36222.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-10,Candidate 379,379,No,United States,Tech,1.0,Expected,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L4,221222.0,101222.0,221222.0
"Software Engineer, Full Stack | Product Engineering (United States)",2025-05-02,Candidate 381,381,Yes,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,,190000.0,10000.0,
"Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 383,383,No,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L3,221222.0,11222.0,190000.0
"Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 384,384,No,United States,Tech,1.0,Expected,L2,130000,Product - Engineering - Software Engineering - IC,L3,160000.0,30000.0,190000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-10,Candidate 385,385,No,United States,Tech,1.0,Expected,L5 (Staff),235000,Product - Engineering - Software Engineering - IC,L4,265000.0,30000.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-07,Candidate 397,397,Yes,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L4,221222.0,-28778.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-27,Candidate 398,398,No,United States,Tech,1.0,Expected,L5 (Staff),210000,Product - Engineering - Software Engineering - IC,L4,265000.0,55000.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 402,402,No,United States,Tech,1.0,Expected,L3 (Mid),220000,Product - Engineering - Software Engineering - IC,L4,190000.0,-30000.0,221222.0
"Data Science Manager, Attribution",2025-06-20,Candidate 403,403,Yes,United States,Tech,1.0,Expected,M4 Veteran (Sr. Manager),330000,Product - Engineering - Machine Learning Engineering - IC,M4,187400.7,-142599.3,
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-23,Candidate 406,406,Yes,United States,Tech,1.0,Expected,L4 (Senior),125000,Product - Engineering - Software Engineering - IC,L4,221222.0,96222.0,221222.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-05-19,Candidate 409,409,No,United States,Tech,1.0,Expected,L5 (Staff),215000,Product - Engineering - Software Engineering - IC,L4,265000.0,50000.0,221222.0
Senior MLOps Engineer,2025-04-17,Candidate 411,411,Yes,Brazil,Tech,0.597,Current Comp,L5 (Staff),44000,Product - Engineering - Software Engineering - IC,L5,158205.0,114205.0,158205.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-11,Candidate 413,413,Yes,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0,11222.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-27,Candidate 414,414,Yes,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0,-8778.0,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-21,Candidate 417,417,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),110000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,22069.53,132069.53399999999
"Software Engineer, Data Product (US / US PERM)",2025-06-10,Candidate 419,419,Yes,United States,Tech,1.0,Expected,L4 (Senior),215000,Product - Engineering - Software Engineering - IC,L3,221222.0,6222.0,190000.0
"Senior Software Engineer, Infrastructure",2025-05-22,Candidate 422,422,Yes,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L4,221222.0,31222.0,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-10,Candidate 423,423,Yes,Argentina,Tech,0.503,Expected,L4 (Senior),150000,Product - Engineering - Software Engineering - IC,L4,111274.666,-38725.33,111274.666
"Data Science Manager, Attribution",2025-05-24,Candidate 429,429,Yes,United States,Tech,1.0,Expected,M6 (VP),300000,Product - Engineering - Machine Learning Engineering - IC,M4,231950.7,-68049.29999999999,
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-06-25,Candidate 430,430,No,United States,Tech,1.0,Expected,L3 (Mid),190000,Product - Engineering - Software Engineering - IC,L5,190000.0,0.0,265000.0
"Software Engineer, Data Product (US / US PERM)",2025-06-16,Candidate 436,436,No,United States,Tech,1.0,Expected,L3 (Mid),175000,Product - Engineering - Software Engineering - IC,L3,190000.0,15000.0,190000.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-24,Candidate 437,437,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),85000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,47069.53,132069.53399999999
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-16,Candidate 442,442,Yes,United States,Tech,1.0,Current Comp,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-16,Candidate 443,443,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),25000,Product - Engineering - Software Engineering - IC,L4,113430.0,88430.0,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-23,Candidate 445,445,Yes,Brazil,Tech,0.597,Current Comp,L3 (Mid),135000,Product - Engineering - Software Engineering - IC,L4,113430.0,-21570.0,132069.53399999999
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-06-16,Candidate 450,450,Yes,Brazil,Tech,0.597,Current Comp,L5 (Staff),92000,Product - Engineering - Software Engineering - IC,L3,158205.0,66205.0,113430.0
Forward Deployed Data Engineer (TS/SCI),2025-07-03,Candidate 451,451,No,United States,Tech,1.0,Expected,L3 (Mid),160000,Product - Engineering - Forward Deployed Engineering - IC,L5,229984.0,69984.32,312237.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-27,Candidate 452,452,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),36000,Product - Engineering - Software Engineering - IC,L4,113430.0,77430.0,132069.53399999999
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-06-17,Candidate 458,458,Yes,Brazil,Tech,0.597,Current Comp,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,12069.529999999999,132069.53399999999
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-06-23,Candidate 461,461,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
Senior MLOps Engineer,2025-06-18,Candidate 462,462,Yes,United States,Tech,1.0,Expected,L4 (Senior),225000,Product - Engineering - Software Engineering - IC,L5,221222.0,-3778.0,265000.0
"Senior Software Engineer, Infrastructure",2025-06-20,Candidate 464,464,No,United States,Tech,1.0,Current Comp,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-02,Candidate 465,465,No,Brazil,Tech,0.597,Expected,L4 (Senior),96000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,36069.53,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-21,Candidate 467,467,Yes,Brazil,Tech,0.597,Expected,L5 (Staff),120000,Product - Engineering - Software Engineering - IC,L4,158205.0,38205.0,132069.53399999999
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-01,Candidate 474,474,Yes,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0,-8778.0,221222.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-09,Candidate 477,477,No,United States,Tech,1.0,Current Comp,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L5,221222.0,-8778.0,265000.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-17,Candidate 478,478,Yes,Brazil,Tech,0.597,Current Comp,L3 (Mid),72000,Product - Engineering - Software Engineering - IC,L4,113430.0,41430.0,132069.53399999999
"Senior Software Engineer, Infrastructure",2025-06-30,Candidate 480,480,No,United States,Tech,1.0,Current Comp,L3 (Mid),150000,Product - Engineering - Software Engineering - IC,L4,190000.0,40000.0,221222.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-06-25,Candidate 482,482,No,United States,Tech,1.0,Expected,L3 (Mid),180000,Product - Engineering - Software Engineering - IC,L4,190000.0,10000.0,221222.0
"Senior Software Engineer, Infrastructure",2025-06-16,Candidate 483,483,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
Forward Deployed Engineer - US National Security,2025-06-24,Candidate 484,484,No,United States,Tech,1.0,Current Comp,L4 (Senior),210000,Product - Engineering - Forward Deployed Engineering - IC,L4,265466.0,55465.919999999984,265466.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-02,Candidate 485,485,No,United States,Tech,1.0,Expected,L3 (Mid),170000,Product - Engineering - Software Engineering - IC,L4,190000.0,20000.0,221222.0
Senior MLOps Engineer,2025-07-02,Candidate 486,486,No,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L5,221222.0,41222.0,265000.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-05-22,Candidate 488,488,No,Brazil,Tech,0.597,Expected,L4 (Senior),120000,Product - Engineering - Software Engineering - IC,L3,132069.53399999999,12069.529999999999,113430.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-06-30,Candidate 489,489,No,United States,Tech,1.0,Expected,L5 (Staff),225000,Product - Engineering - Software Engineering - IC,L4,265000.0,40000.0,221222.0
"Software Engineer, Data Product (US / US PERM)",2025-06-25,Candidate 491,491,Yes,United States,Tech,1.0,Expected,L3 (Mid),190000,Product - Engineering - Software Engineering - IC,L3,190000.0,0.0,190000.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-07,Candidate 494,494,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),140000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,-7930.470000000001,132069.53399999999
"Mid or Senior Software Engineer, Full Stack | Product Engineering (LATAM)",2025-07-02,Candidate 495,495,No,Brazil,Tech,0.597,Expected,L3 (Mid),84000,Product - Engineering - Software Engineering - IC,L3,113430.0,29430.0,113430.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-10,Candidate 496,496,No,United States,Tech,1.0,Current Comp,L5 (Staff),180000,Product - Engineering - Software Engineering - IC,L4,265000.0,85000.0,221222.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-06-30,Candidate 498,498,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),84000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,48069.53,132069.53399999999
"Software Engineer, Data Product (US / US PERM)",2025-06-12,Candidate 500,500,No,United States,Tech,1.0,Expected,L3 (Mid),200000,Product - Engineering - Software Engineering - IC,L3,190000.0,-10000.0,190000.0
Solutions Architect,2025-07-16,Candidate 502,502,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),170000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0,-9323.0,180147.0
"Senior or Staff Software Engineer, SIGINT",2025-06-13,Candidate 505,505,Yes,Spain,Tech,0.75,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,165916.5,-54083.5,165916.5
"Senior or Staff Software Engineer, SIGINT",2025-07-14,Candidate 506,506,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior or Staff Software Engineer, SIGINT",2025-06-24,Candidate 509,509,No,United States,Tech,1.0,Expected,L3 (Mid),100000,Product - Engineering - Software Engineering - IC,L4,190000.0,90000.0,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-27,Candidate 510,510,No,Brazil,Tech,0.597,Expected,L4 (Senior),60000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,72069.53,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-27,Candidate 512,512,Yes,Brazil,Tech,0.597,Expected,L5 (Staff),100000,Product - Engineering - Software Engineering - IC,L4,158205.0,58205.0,132069.53399999999
Solutions Architect,2025-07-16,Candidate 513,513,No,United States,Non-tech,1.0,Expected,L3 (Mid),150000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0,10677.0,180147.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-14,Candidate 516,516,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),100000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,32069.53,132069.53399999999
"Senior Software Engineer, Data Platform (US / US PERM)",2025-06-30,Candidate 517,517,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-03,Candidate 520,520,Yes,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Data Product (LATAM)",2025-06-24,Candidate 522,522,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),85000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,47069.53,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-06-16,Candidate 525,525,Yes,Brazil,Tech,0.597,Current Comp,L4 (Senior),132847.65,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,-778.1199999999953,132069.53399999999
"Software Engineer, Data Product (LATAM)",2025-07-15,Candidate 526,526,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),57000,Product - Engineering - Software Engineering - IC,L3,132069.53399999999,75069.53,113430.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-16,Candidate 527,527,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L5,221222.0,1222.0,265000.0
"Senior Software Engineer, Data Platform (US / US PERM)",2025-07-15,Candidate 528,528,No,United States,Tech,1.0,Current Comp,L5 (Staff),220000,Product - Engineering - Software Engineering - IC,L4,265000.0,45000.0,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-21,Candidate 534,534,No,Brazil,Tech,0.597,Expected,L4 (Senior),90000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,42069.53,132069.53399999999
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-21,Candidate 541,541,No,Brazil,Tech,0.597,Expected,L3 (Mid),72000,Product - Engineering - Software Engineering - IC,L4,113430.0,41430.0,132069.53399999999
"Data Science Manager, Attribution",2025-07-01,Candidate 542,542,No,Brazil,Tech,0.597,Current Comp,M5 (Director),156000,Product - Engineering - Machine Learning Engineering - IC,M4,124773.42,-31226.58,
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-04-25,Candidate 543,543,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L5,221222.0,1222.0,265000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-05-20,Candidate 544,544,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-13,Candidate 545,545,Yes,United States,Tech,1.0,Expected,L4 (Senior),230000,Product - Engineering - Software Engineering - IC,L4,221222.0,-8778.0,221222.0
"Senior Software Engineer, Infrastructure",2025-07-08,Candidate 546,546,No,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-02,Candidate 548,548,No,Brazil,Tech,0.597,Expected,L4 (Senior),84000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,48069.53,132069.53399999999
"Senior Software Engineer, Backend | Product Engineering (LATAM)",2025-07-21,Candidate 549,549,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),96000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,36069.53,132069.53399999999
Solutions Architect,2025-07-18,Candidate 552,552,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),160000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0,677.0,180147.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-06-30,Candidate 554,554,Yes,United States,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
Solutions Architect,2025-07-18,Candidate 555,555,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),135000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0,25677.0,180147.0
Solutions Architect,2025-07-28,Candidate 559,559,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),150000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0,10677.0,180147.0
Solutions Architect,2025-07-18,Candidate 560,560,No,United States,Non-tech,1.0,Expected,L4 (Senior),200000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0,-19853.0,180147.0
Solutions Architect,2025-07-16,Candidate 561,561,No,United States,Non-tech,1.0,Current Comp,L3 (Mid),130000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,160677.0,30677.0,180147.0
"Engineering Manager, Data Engineering",2025-07-28,Candidate 564,564,No,United States,Tech,1.0,Expected,M3 (Team Lead),250000,Product - Engineering - Software Engineering - Mgmt,M4,220000.0,-30000.0,250000.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-10,Candidate 565,565,Yes,United States,Tech,1.0,Expected,L4 (Senior),190000,Product - Engineering - Software Engineering - IC,L4,221222.0,31222.0,221222.0
"Mid or Senior Software Engineer, Full Stack | Product Engineering (United States)",2025-07-08,Candidate 566,566,No,United States,Tech,1.0,Expected,L4 (Senior),180000,Product - Engineering - Software Engineering - IC,L4,221222.0,41222.0,221222.0
"Senior Software Engineer, Data Product (US / US PERM)",2025-07-06,Candidate 567,567,No,United States,Tech,1.0,Expected,L4 (Senior),250000,Product - Engineering - Software Engineering - IC,L4,221222.0,-28778.0,221222.0
"Senior Software Engineer, Infrastructure",2025-07-16,Candidate 573,573,No,United States,Tech,1.0,Expected,L4 (Senior),200000,Product - Engineering - Software Engineering - IC,L4,221222.0,21222.0,221222.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-29,Candidate 574,574,No,Brazil,Tech,0.597,Expected,L3 (Mid),60000,Product - Engineering - Software Engineering - IC,L4,113430.0,53430.0,132069.53399999999
Solutions Architect,2025-07-18,Candidate 575,575,No,United States,Non-tech,1.0,Current Comp,L4 (Senior),200000,GTM - Solutions Engineering - Solutions Engineering - IC,L4,180147.0,-19853.0,180147.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-08,Candidate 577,577,Yes,Brazil,Tech,0.597,Expected,L4 (Senior),100000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,32069.53,132069.53399999999
"Engineering Manager, Data Engineering",2025-07-28,Candidate 579,579,No,United States,Tech,1.0,Expected,M3 (Team Lead),230000,Product - Engineering - Software Engineering - Mgmt,M4,220000.0,-10000.0,250000.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-02,Candidate 580,580,Yes,United States,Tech,1.0,Expected,L4 (Senior),225000,Product - Engineering - Software Engineering - IC,L5,221222.0,-3778.0,265000.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-24,Candidate 581,581,Yes,Brazil,Tech,0.597,Current Comp,L4 (Senior),100000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,32069.53,132069.53399999999
Forward Deployed Engineer - US National Security,2025-07-17,Candidate 585,585,No,United States,Tech,1.0,Current Comp,L4 (Senior),250000,Product - Engineering - Forward Deployed Engineering - IC,L4,265466.0,15465.919999999984,265466.0
"Software Engineer, Data Product (LATAM)",2025-07-15,Candidate 586,586,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),48000,Product - Engineering - Software Engineering - IC,L3,113430.0,65430.0,113430.0
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-23,Candidate 588,588,No,Argentina,Tech,0.503,Expected,L3 (Mid),90000,Product - Engineering - Software Engineering - IC,L4,95570.0,5570.0,111274.666
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-29,Candidate 589,589,No,Brazil,Tech,0.597,Expected,L3 (Mid),60000,Product - Engineering - Software Engineering - IC,L4,113430.0,53430.0,132069.53399999999
"Senior Software Engineer, Frontend | Product Engineering (LATAM)",2025-07-28,Candidate 592,592,No,Brazil,Tech,0.597,Expected,L3 (Mid),75000,Product - Engineering - Software Engineering - IC,L4,113430.0,38430.0,132069.53399999999
"Senior Software Engineer, Infrastructure",2025-07-23,Candidate 593,593,No,Canada,Tech,1.0,Expected,L4 (Senior),220000,Product - Engineering - Software Engineering - IC,L4,221222.0,1222.0,221222.0
"Senior Software Engineer, Infrastructure",2025-07-08,Candidate 594,594,No,United States,Tech,1.0,Expected,L4 (Senior),210000,Product - Engineering - Software Engineering - IC,L4,221222.0,11222.0,221222.0
"Software Engineer, Data Product (LATAM)",2025-06-27,Candidate 595,595,No,Brazil,Tech,0.597,Current Comp,L3 (Mid),78000,Product - Engineering - Software Engineering - IC,L3,113430.0,35430.0,113430.0
"Senior Software Engineer, Backend | Product Engineering (United States)",2025-07-23,Candidate 598,598,No,United States,Tech,1.0,Expected,L4 (Senior),215000,Product - Engineering - Software Engineering - IC,L5,221222.0,6222.0,265000.0
"Senior Software Engineer, Data Infrastructure (RDBMS)",2025-07-16,Candidate 601,601,No,Brazil,Tech,0.597,Current Comp,L4 (Senior),100000,Product - Engineering - Software Engineering - IC,L4,132069.53399999999,32069.53,132069.53399999999
